256,2
0.0020065,0
-0.0018008,-0.0056293
-0.0074832,0.011164
-0.002202,-0.0040138
-0.0059154,0.0082597
-0.012801,0.00048506
-0.0040178,-0.009955
-0.014406,-0.00185
0.012742,-0.012922
-0.019532,0.010788
0.021352,-0.021871
-0.0097234,0.012686
0.014099,-0.0016731
-0.025281,-0.011977
0.023865,0.0028802
-0.027134,-0.0063763
0.023766,0.018288
-0.032705,-0.021062
0.0072247,0.0071252
0.0056853,-0.023808
-0.0074114,0.0081033
-0.00054228,0.013015
-0.032005,-0.020755
0.010842,0.016034
-0.039471,-0.031712
0.052678,0.014234
-0.058937,-0.0054903
0.047301,-0.020453
0.0062281,0.01357
-0.00020332,0.0093295
-0.045841,0.026091
-0.0067172,-0.06403
0.0090631,-0.021032
0.036216,-0.01252
-0.00274,0.005926
0.011969,-0.00088152
-0.0074028,0.0034128
-0.0053037,-0.027864
0.03371,-0.03851
0.028264,0.04844
-0.050482,-0.026303
0.036158,-0.022134
-0.017667,-0.018422
0.037545,0.03108
-0.074964,-0.10789
0.035942,0.010827
0.12507,-0.20537
-0.0053708,0.26059
0.11382,-0.32807
0.16245,0.39034
-0.11315,-0.061046
-0.0022478,0.13074
-0.053311,-0.023547
-0.12566,-0.028776
0.19574,-0.076026
-0.029676,0.11869
-0.010588,0.09623
-0.11277,-0.12291
0.11181,0.020645
-0.029097,-0.010803
0.066405,0.056534
-0.047575,-0.021106
0.04957,0.020399
-0.034511,0.033503
0.011375,-0.031528
0.0043112,0.084375
0.0091433,0.0127
-0.05413,0.11029
-0.045592,-0.06988
0.017778,0.013657
-0.015741,0.0053348
-0.1103,0.05267
0.053709,-0.10133
-0.13955,0.090295
0.14033,-0.14585
-0.11543,0.10568
0.067869,-0.056716
-0.055793,0.019954
-0.0044697,0.014568
-0.03015,-0.017142
-0.012782,0.0035693
-0.067064,-0.063926
0.083228,0.01454
-0.030077,-0.07288
-0.036243,0.11686
0.038935,-0.12352
-0.069672,0.06379
0.074162,-0.022719
-0.080664,-0.0039785
0.077261,0.063272
-0.12165,-0.10522
0.089792,0.11535
-0.019536,-0.1702
-0.056782,0.26046
-0.072378,-0.2355
0.0085114,0.00019341
-0.068786,0.052891
0.058501,-0.28663
0.055786,0.13159
0.0094595,-0.023613
-0.013235,0.020318
-0.20581,-0.11722
0.35933,-0.098054
-0.14589,0.058526
0.12668,-0.036432
-0.013056,0.135
-0.048728,-0.17328
0.11821,0.098222
-0.01416,0.030537
0.0013827,-0.12759
0.034957,0.11853
0.10094,-0.064319
0.010937,0.091526
-0.034634,0.043596
0.072403,0.043014
-0.090644,-0.19054
0.23739,0.32274
-0.24227,-0.065671
0.034314,-0.050585
0.19375,0.052949
-0.16512,0.20731
0.0059014,-0.20929
-0.034728,0.17111
0.094643,-0.017288
-0.21095,-0.080286
0.06389,0.13852
0.18185,-0.13133
-0.42277,0.15362
0.41633,0
-0.42277,-0.15362
0.18185,0.13133
0.06389,-0.13852
-0.21095,0.080286
0.094643,0.017288
-0.034728,-0.17111
0.0059014,0.20929
-0.16512,-0.20731
0.19375,-0.052949
0.034314,0.050585
-0.24227,0.065671
0.23739,-0.32274
-0.090644,0.19054
0.072403,-0.043014
-0.034634,-0.043596
0.010937,-0.091526
0.10094,0.064319
0.034957,-0.11853
0.0013827,0.12759
-0.01416,-0.030537
0.11821,-0.098222
-0.048728,0.17328
-0.013056,-0.135
0.12668,0.036432
-0.14589,-0.058526
0.35933,0.098054
-0.20581,0.11722
-0.013235,-0.020318
0.0094595,0.023613
0.055786,-0.13159
0.058501,0.28663
-0.068786,-0.052891
0.0085114,-0.00019341
-0.072378,0.2355
-0.056782,-0.26046
-0.019536,0.1702
0.089792,-0.11535
-0.12165,0.10522
0.077261,-0.063272
-0.080664,0.0039785
0.074162,0.022719
-0.069672,-0.06379
0.038935,0.12352
-0.036243,-0.11686
-0.030077,0.07288
0.083228,-0.01454
-0.067064,0.063926
-0.012782,-0.0035693
-0.03015,0.017142
-0.0044697,-0.014568
-0.055793,-0.019954
0.067869,0.056716
-0.11543,-0.10568
0.14033,0.14585
-0.13955,-0.090295
0.053709,0.10133
-0.1103,-0.05267
-0.015741,-0.0053348
0.017778,-0.013657
-0.045592,0.06988
-0.05413,-0.11029
0.0091433,-0.0127
0.0043112,-0.084375
0.011375,0.031528
-0.034511,-0.033503
0.04957,-0.020399
-0.047575,0.021106
0.066405,-0.056534
-0.029097,0.010803
0.11181,-0.020645
-0.11277,0.12291
-0.010588,-0.09623
-0.029676,-0.11869
0.19574,0.076026
-0.12566,0.028776
-0.053311,0.023547
-0.0022478,-0.13074
-0.11315,0.061046
0.16245,-0.39034
0.11382,0.32807
-0.0053708,-0.26059
0.12507,0.20537
0.035942,-0.010827
-0.074964,0.10789
0.037545,-0.03108
-0.017667,0.018422
0.036158,0.022134
-0.050482,0.026303
0.028264,-0.04844
0.03371,0.03851
-0.0053037,0.027864
-0.0074028,-0.0034128
0.011969,0.00088152
-0.00274,-0.005926
0.036216,0.01252
0.0090631,0.021032
-0.0067172,0.06403
-0.045841,-0.026091
-0.00020332,-0.0093295
0.0062281,-0.01357
0.047301,0.020453
-0.058937,0.0054903
0.052678,-0.014234
-0.039471,0.031712
0.010842,-0.016034
-0.032005,0.020755
-0.00054228,-0.013015
-0.0074114,-0.0081033
0.0056853,0.023808
0.0072247,-0.0071252
-0.032705,0.021062
0.023766,-0.018288
-0.027134,0.0063763
0.023865,-0.0028802
-0.025281,0.011977
0.014099,0.0016731
-0.0097234,-0.012686
0.021352,0.021871
-0.019532,-0.010788
0.012742,0.012922
-0.014406,0.00185
-0.0040178,0.009955
-0.012801,-0.00048506
-0.0059154,-0.0082597
-0.002202,0.0040138
-0.0074832,-0.011164
-0.0018008,0.0056293
