2327,13
24.625,-33.565,-4.0871,-2.0529,-2.3745,-8.1196,1.4981,2.5531,-5.2337,-0.85924,5.795,1.6335,-2.7203
-4.375,-28.297,-4.0935,0.28141,-0.90292,-8.7017,0.064457,-2.0183,-4.3886,-0.90183,1.2344,-0.94867,-5.0397
-3.125,-16.686,-3.557,-3.2275,-14.638,-9.5041,-3.7755,0.35185,-1.7578,-4.2267,1.5991,-3.8871,-3.5597
-10,-20.162,-5.1177,-5.5703,-14.492,-10.9,-4.1679,1.8349,-3.0296,-4.8173,2.6667,-3.578,-4.2179
-10,-17.611,-8.1558,-6.8685,-14.194,-8.1785,-5.0206,1.5959,-1.9112,-4.9135,1.6688,-3.2942,-5.4124
-1.25,-18.455,-9.9717,-7.2788,-13.103,-9.9774,-5.4134,1.7144,-2.0045,-5.6615,0.0065616,-2.8031,-6.8117
-9.875,-16.446,-11.802,-10.519,-11.452,-9.0131,-6.0809,2.2826,-0.64056,-6.4314,-0.6254,-2.7337,-6.8535
-9.875,-16.094,-12.766,-11.338,-11.577,-10.093,-7.0926,2.1143,-1.0015,-7.4445,-0.52211,-2.8972,-6.4546
-1.25,-12.096,-12.182,-11.538,-9.7806,-9.8418,-7.2647,0.35204,0.035857,-5.6931,-2.1758,-0.111,-6.1636
-0.625,-14.491,-12.021,-12.225,-11.726,-11.071,-5.9071,-1.5296,-0.63082,-5.4692,-2.682,-0.65006,-5.8169
-0.625,-16.876,-11.065,-11.216,-11.458,-12.427,-4.8401,0.048084,-2.198,-5.6728,-1.4056,-1.8002,-4.3059
-0.25,-12.573,-10.295,-8.3629,-13.449,-10.984,-2.4189,-0.35135,-1.5329,-3.6533,0.45161,-2.626,-3.8007
-0.25,-13.337,-7.232,-7.7628,-17.614,-13.033,-3.2858,-0.2546,-3.7693,-1.9329,0.52387,-6.6671,-1.7459
-0.25,-10.106,-2.0802,-2.375,-20.6,-13.861,-3.8227,0.64979,-4.8901,0.35573,0.31225,-8.0257,1.2001
-5.25,-34.847,-11.378,3.5636,-10.466,-12.599,2.4456,-2.946,-1.5593,-2.0405,-1.9108,0.54007,1.0382
16.875,-27.121,-3.8319,4.4365,-10.908,-12.807,3.4149,-3.4567,-0.57949,-1.7486,-3.0107,-1.95,0.86569
-1.875,-10.956,-7.0759,0.149,-13.364,-9.9174,-0.99746,-0.33858,-1.7011,-1.4414,-0.9566,-2.6538,-3.285
-1.875,-14.509,-14.33,-0.93132,-15.151,-10.865,-2.555,0.67922,-2.9118,-2.6193,-0.88043,-2.2347,-6.1248
-1.875,-13.44,-10.626,-3.9644,-11.381,-10.12,-2.922,3.0409,-2.8379,-2.0681,-1.4866,-1.4084,-4.656
-2.625,-9.3649,-10.961,-6.5163,-7.4921,-9.9944,-3.1616,3.0401,-2.6227,-4.1231,-4.2337,0.18196,-4.1691
-4.125,-30.267,12.757,-2.8362,-2.9227,-0.89689,-7.5019,-5.4217,-6.3879,0.9373,1.1252,-2.262,-1.087
-4.125,-41.257,6.4519,-3.0255,-1.3168,-1.4698,-2.3649,-1.1318,-6.7138,2.7906,4.0711,-2.2989,-3.1009
-9.5,-41.98,5.6873,-3.7506,1.0826,0.51205,-0.55265,0.91832,-5.8878,0.83773,2.2005,0.97216,-2.6672
-10.875,-38.415,7.371,-3.3164,-0.37105,1.2855,-2.2788,0.23866,-2.7261,-3.1105,1.2531,-0.095476,-2.8661
18.25,-28.4,11.906,-3.2064,-4.902,3.32,-6.6662,-3.336,-2.2721,-2.3647,3.5468,-1.5948,-3.0722
-10.75,-3.349,-11.399,-1.3609,-11.196,-0.90517,-16.328,-6.1792,6.3846,-4.9498,-0.61835,-2.616,3.0889
-10.75,-4.7539,-11.934,0.93071,-11.133,-1.2076,-17.614,-4.6085,7.554,-6.8396,1.6418,-2.0524,3.3114
-3.625,-8.6564,-8.9194,0.63651,-11.874,-1.7786,-16.611,-1.9558,7.3013,-7.6375,3.4478,-0.67418,2.5493
-3.625,-13.532,-10.438,-5.1093,-12.039,-4.618,-13.463,1.8015,5.3988,-6.6168,0.37906,-0.47884,0.6586
-3.875,-12.328,-14.057,-8.6973,-9.2101,-7.0287,-7.2206,2.1773,4.012,-6.3606,-3.5626,0.615,-1.1586
-3.875,-10.152,-17.896,-7.8164,-8.9588,-8.1853,-3.6307,1.7067,2.6066,-5.9128,-5.7795,1.6098,-3.0653
-3.875,-5.7956,-18.042,-5.876,-7.2639,-8.7671,-3.1551,3.1073,0.48368,-3.0268,-6.0613,3.2048,-3.2573
-3,-3.1322,-1.6024,-22.247,-11.846,3.921,-8.5012,-2.6111,-3.7948,0.29776,0.52254,1.0022,-3.2309
-3.125,-2.1601,0.56311,-24.177,-12.528,4.7257,-9.299,-2.663,-3.9491,-1.5485,2.5038,0.72376,-1.8186
3.375,-31.739,-6.7425,-7.3627,-8.1898,-3.4401,-0.78935,1.0791,-2.2361,-0.9201,-0.4272,0.4704,0.66878
-10,-28.17,-3.7026,-3.4368,0.41019,-2.4735,1.0895,4.8448,1.4599,-3.1535,1.7932,2.7816,0.043597
-8.25,-28.638,-8.5741,-6.516,-3.4256,-5.4846,2.615,-0.22025,1.8927,-0.41461,1.9459,0.96859,1.6341
-10.375,-45.528,-8.6217,-3.472,-2.2786,-3.2789,0.25074,-0.46548,1.6693,1.7074,-0.12202,0.039905,-1.5717
